#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	14459482	14087419	97.43	12363	0.09	2926	0.02	36848	0.25	319926	2.21
Ecoli	14459482	14459313	100.00	0	0.00	0	0.00	39	0.00	130	0.00
PhiX	14459482	14459482	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	14459482	14459317	100.00	0	0.00	0	0.00	46	0.00	119	0.00
Vectors	14459482	14410207	99.66	8	0.00	0	0.00	1283	0.01	47984	0.33
Bacteria_24k	14459482	14155058	97.90	33939	0.23	50713	0.35	20448	0.14	199324	1.38
Protists_1k	14459482	13887734	96.04	51776	0.36	76216	0.53	27945	0.19	415811	2.88
Viruses	14459482	14272830	98.71	355	0.00	102	0.00	16057	0.11	170138	1.18
Fungi_RefSeq_release	14459482	14074932	97.34	9143	0.06	2543	0.02	41714	0.29	331150	2.29
Coral	14459482	14248668	98.54	872	0.01	282	0.00	22378	0.15	187282	1.30
Bird	14459482	14176823	98.04	4867	0.03	726	0.01	38728	0.27	238338	1.65
Plant	14459482	14217834	98.33	1995	0.01	269	0.00	26021	0.18	213363	1.48

%Hit_no_genomes: 95.13
