change_abs	change	chrpos	chromo	position	chr_len	chr_start	pos_cum	fdr	neg_log_10_fdr	p_value	test_statistic	era	allele_freq	allele_freq_bin_3	allele_freq_bin_5
0.117123	0.117123	NODE_1005_length_38520_cov_9.333281:38395	NODE_1005_length_38520_cov_9.333281	38395	38462	0	38395	7.11539137653841e-12	11.1478012068943	2.39544752420025e-12	49.1300297155059	Historical	0	< 0.25	= 0.00
0.117123	0.117123	NODE_1005_length_38520_cov_9.333281:38395	NODE_1005_length_38520_cov_9.333281	38395	38462	0	38395	7.11539137653841e-12	11.1478012068943	2.39544752420025e-12	49.1300297155059	Modern	0.117123	< 0.25	< 0.25
0.064896	0.064896	NODE_1005_length_38520_cov_9.333281:38398	NODE_1005_length_38520_cov_9.333281	38398	38462	0	38398	1.45249974130349e-06	5.83788393628736	7.17283822865922e-07	24.5681272151267	Historical	0	< 0.25	= 0.00
0.064896	0.064896	NODE_1005_length_38520_cov_9.333281:38398	NODE_1005_length_38520_cov_9.333281	38398	38462	0	38398	1.45249974130349e-06	5.83788393628736	7.17283822865922e-07	24.5681272151267	Modern	0.064896	< 0.25	< 0.25
0.038605	0.038605	NODE_1005_length_38520_cov_9.333281:38401	NODE_1005_length_38520_cov_9.333281	38401	38462	0	38401	0.000360242396534616	3.44340517686486	0.000221345518098667	13.6406099428105	Historical	0	< 0.25	= 0.00
0.038605	0.038605	NODE_1005_length_38520_cov_9.333281:38401	NODE_1005_length_38520_cov_9.333281	38401	38462	0	38401	0.000360242396534616	3.44340517686486	0.000221345518098667	13.6406099428105	Modern	0.038605	< 0.25	< 0.25
0.017243	0.017243	NODE_1005_length_38520_cov_9.333281:38406	NODE_1005_length_38520_cov_9.333281	38406	38462	0	38406	0.0269942629658089	1.56872852573124	0.02167488066248	5.27169637089657	Historical	0	< 0.25	= 0.00
0.017243	0.017243	NODE_1005_length_38520_cov_9.333281:38406	NODE_1005_length_38520_cov_9.333281	38406	38462	0	38406	0.0269942629658089	1.56872852573124	0.02167488066248	5.27169637089657	Modern	0.017243	< 0.25	< 0.25
0.054062	0.054062	NODE_1005_length_38520_cov_9.333281:38417	NODE_1005_length_38520_cov_9.333281	38417	38462	0	38417	2.60714361490033e-07	6.58383504499552	1.22310441192855e-07	27.9841936389137	Historical	0	< 0.25	= 0.00
0.054062	0.054062	NODE_1005_length_38520_cov_9.333281:38417	NODE_1005_length_38520_cov_9.333281	38417	38462	0	38417	2.60714361490033e-07	6.58383504499552	1.22310441192855e-07	27.9841936389137	Modern	0.054062	< 0.25	< 0.25
0.061176	0.061176	NODE_1005_length_38520_cov_9.333281:38421	NODE_1005_length_38520_cov_9.333281	38421	38462	0	38421	7.9359561814913e-09	8.10040073881117	3.27461819644631e-09	35.0132950124055	Historical	0	< 0.25	= 0.00
0.061176	0.061176	NODE_1005_length_38520_cov_9.333281:38421	NODE_1005_length_38520_cov_9.333281	38421	38462	0	38421	7.9359561814913e-09	8.10040073881117	3.27461819644631e-09	35.0132950124055	Modern	0.061176	< 0.25	< 0.25
0.013862	0.013862	NODE_1005_length_38520_cov_9.333281:38443	NODE_1005_length_38520_cov_9.333281	38443	38462	0	38443	0.00195671995742427	2.70847132541406	0.00128961410299377	10.357332580331	Historical	0	< 0.25	= 0.00
0.013862	0.013862	NODE_1005_length_38520_cov_9.333281:38443	NODE_1005_length_38520_cov_9.333281	38443	38462	0	38443	0.00195671995742427	2.70847132541406	0.00128961410299377	10.357332580331	Modern	0.013862	< 0.25	< 0.25
0.025962	0.025962	NODE_1005_length_38520_cov_9.333281:38444	NODE_1005_length_38520_cov_9.333281	38444	38462	0	38444	2.00920593650441e-06	5.69697554732152	1.0046029682522e-06	23.9192858301803	Historical	0	< 0.25	= 0.00
0.025962	0.025962	NODE_1005_length_38520_cov_9.333281:38444	NODE_1005_length_38520_cov_9.333281	38444	38462	0	38444	2.00920593650441e-06	5.69697554732152	1.0046029682522e-06	23.9192858301803	Modern	0.025962	< 0.25	< 0.25
0.014099	0.014099	NODE_1005_length_38520_cov_9.333281:38449	NODE_1005_length_38520_cov_9.333281	38449	38462	0	38449	0.00134823451232684	2.87023455991399	0.000872575327778485	11.0801331954062	Historical	0	< 0.25	= 0.00
0.014099	0.014099	NODE_1005_length_38520_cov_9.333281:38449	NODE_1005_length_38520_cov_9.333281	38449	38462	0	38449	0.00134823451232684	2.87023455991399	0.000872575327778485	11.0801331954062	Modern	0.014099	< 0.25	< 0.25
0.03856	0.03856	NODE_1005_length_38520_cov_9.333281:38453	NODE_1005_length_38520_cov_9.333281	38453	38462	0	38453	2.66597375265756e-10	9.57414413066563	9.77270530413882e-11	41.8664116454928	Historical	0	< 0.25	= 0.00
0.03856	0.03856	NODE_1005_length_38520_cov_9.333281:38453	NODE_1005_length_38520_cov_9.333281	38453	38462	0	38453	2.66597375265756e-10	9.57414413066563	9.77270530413882e-11	41.8664116454928	Modern	0.03856	< 0.25	< 0.25
0.025751	0.025751	NODE_1005_length_38520_cov_9.333281:38462	NODE_1005_length_38520_cov_9.333281	38462	38462	0	38462	6.04661336655667e-07	6.21848780022806	2.90846122522408e-07	26.309555393406	Historical	0	< 0.25	= 0.00
0.025751	0.025751	NODE_1005_length_38520_cov_9.333281:38462	NODE_1005_length_38520_cov_9.333281	38462	38462	0	38462	6.04661336655667e-07	6.21848780022806	2.90846122522408e-07	26.309555393406	Modern	0.025751	< 0.25	< 0.25
0.086723	0.086723	NODE_1014_length_38454_cov_9.570304:1016	NODE_1014_length_38454_cov_9.570304	1016	1081	38462	39478	7.11541619071098e-06	5.14779969234105	3.72664010368196e-06	21.4005513298474	Historical	0	< 0.25	= 0.00
0.086723	0.086723	NODE_1014_length_38454_cov_9.570304:1016	NODE_1014_length_38454_cov_9.570304	1016	1081	38462	39478	7.11541619071098e-06	5.14779969234105	3.72664010368196e-06	21.4005513298474	Modern	0.086723	< 0.25	< 0.25
0.044419	0.044419	NODE_1014_length_38454_cov_9.570304:1021	NODE_1014_length_38454_cov_9.570304	1021	1081	38462	39483	0.00632944631550245	2.19863427934113	0.00453820699734506	8.05484721736876	Historical	0	< 0.25	= 0.00
0.044419	0.044419	NODE_1014_length_38454_cov_9.570304:1021	NODE_1014_length_38454_cov_9.570304	1021	1081	38462	39483	0.00632944631550245	2.19863427934113	0.00453820699734506	8.05484721736876	Modern	0.044419	< 0.25	< 0.25
0.011458	0.011458	NODE_1014_length_38454_cov_9.570304:1025	NODE_1014_length_38454_cov_9.570304	1025	1081	38462	39487	0.970822930362938	0.0128599743956412	0.875861143252413	0.0244040816472209	Historical	0.030335	< 0.25	< 0.25
0.011458	0.011458	NODE_1014_length_38454_cov_9.570304:1025	NODE_1014_length_38454_cov_9.570304	1025	1081	38462	39487	0.970822930362938	0.0128599743956412	0.875861143252413	0.0244040816472209	Modern	0.041793	< 0.25	< 0.25
0.042934	0.042934	NODE_1014_length_38454_cov_9.570304:1035	NODE_1014_length_38454_cov_9.570304	1035	1081	38462	39497	0.00899249074202015	2.04612000062556	0.00663975456022855	7.36792394709614	Historical	0	< 0.25	= 0.00
0.042934	0.042934	NODE_1014_length_38454_cov_9.570304:1035	NODE_1014_length_38454_cov_9.570304	1035	1081	38462	39497	0.00899249074202015	2.04612000062556	0.00663975456022855	7.36792394709614	Modern	0.042934	< 0.25	< 0.25
0.06535	0.06535	NODE_1014_length_38454_cov_9.570304:1080	NODE_1014_length_38454_cov_9.570304	1080	1081	38462	39542	2.38153717839122e-06	5.62314263428923	1.19868442976956e-06	23.5793270078067	Historical	0	< 0.25	= 0.00
0.06535	0.06535	NODE_1014_length_38454_cov_9.570304:1080	NODE_1014_length_38454_cov_9.570304	1080	1081	38462	39542	2.38153717839122e-06	5.62314263428923	1.19868442976956e-06	23.5793270078067	Modern	0.06535	< 0.25	< 0.25
0.029325	0.029325	NODE_1014_length_38454_cov_9.570304:1081	NODE_1014_length_38454_cov_9.570304	1081	1081	38462	39543	0.0142270091961159	1.84688638776815	0.0109303422978706	6.47660729611051	Historical	0	< 0.25	= 0.00
0.029325	0.029325	NODE_1014_length_38454_cov_9.570304:1081	NODE_1014_length_38454_cov_9.570304	1081	1081	38462	39543	0.0142270091961159	1.84688638776815	0.0109303422978706	6.47660729611051	Modern	0.029325	< 0.25	< 0.25
0.115434	-0.115434	NODE_1040_length_38203_cov_8.521835:151	NODE_1040_length_38203_cov_8.521835	151	161	76924	77075	0.666465933950231	0.176222044412973	0.585135570690398	0.298005392785616	Historical	0.499943	0.25–0.75	0.25–0.75
0.115434	-0.115434	NODE_1040_length_38203_cov_8.521835:151	NODE_1040_length_38203_cov_8.521835	151	161	76924	77075	0.666465933950231	0.176222044412973	0.585135570690398	0.298005392785616	Modern	0.384509	0.25–0.75	0.25–0.75
0.0525910000000001	0.0525910000000001	NODE_1040_length_38203_cov_8.521835:161	NODE_1040_length_38203_cov_8.521835	161	161	76924	77085	0.897546662267269	0.0469429637653542	0.803806288828311	0.0617145334428973	Historical	0.5	0.25–0.75	0.25–0.75
0.0525910000000001	0.0525910000000001	NODE_1040_length_38203_cov_8.521835:161	NODE_1040_length_38203_cov_8.521835	161	161	76924	77085	0.897546662267269	0.0469429637653542	0.803806288828311	0.0617145334428973	Modern	0.552591	0.25–0.75	0.25–0.75
0.065771	0.065771	NODE_1046_length_38103_cov_17.964951:14954	NODE_1046_length_38103_cov_17.964951	14954	15195	115386	130340	5.44457516457109e-10	9.26403600220401	2.04753254052246e-10	40.4207660811563	Historical	0	< 0.25	= 0.00
0.065771	0.065771	NODE_1046_length_38103_cov_17.964951:14954	NODE_1046_length_38103_cov_17.964951	14954	15195	115386	130340	5.44457516457109e-10	9.26403600220401	2.04753254052246e-10	40.4207660811563	Modern	0.065771	< 0.25	< 0.25
0.10205	0.10205	NODE_1046_length_38103_cov_17.964951:14955	NODE_1046_length_38103_cov_17.964951	14955	15195	115386	130341	0.714345812993956	0.146091496463086	0.629886122853645	0.232215214659514	Historical	0.49805	0.25–0.75	0.25–0.75
0.10205	0.10205	NODE_1046_length_38103_cov_17.964951:14955	NODE_1046_length_38103_cov_17.964951	14955	15195	115386	130341	0.714345812993956	0.146091496463086	0.629886122853645	0.232215214659514	Modern	0.6001	0.25–0.75	0.25–0.75
0.11716	0.11716	NODE_1046_length_38103_cov_17.964951:14966	NODE_1046_length_38103_cov_17.964951	14966	15195	115386	130352	0.274342758139617	0.561706499442801	0.232787516047244	1.42374780753694	Historical	0.056693	< 0.25	< 0.25
0.11716	0.11716	NODE_1046_length_38103_cov_17.964951:14966	NODE_1046_length_38103_cov_17.964951	14966	15195	115386	130352	0.274342758139617	0.561706499442801	0.232787516047244	1.42374780753694	Modern	0.173853	< 0.25	< 0.25
0.34116	0.34116	NODE_1046_length_38103_cov_17.964951:14981	NODE_1046_length_38103_cov_17.964951	14981	15195	115386	130367	1.69039594496893e-11	10.7720115577682	5.78715800722981e-12	47.4003761475741	Historical	0.013161	< 0.25	< 0.25
0.34116	0.34116	NODE_1046_length_38103_cov_17.964951:14981	NODE_1046_length_38103_cov_17.964951	14981	15195	115386	130367	1.69039594496893e-11	10.7720115577682	5.78715800722981e-12	47.4003761475741	Modern	0.354321	0.25–0.75	0.25–0.75
0.039749	0.039749	NODE_1046_length_38103_cov_17.964951:15195	NODE_1046_length_38103_cov_17.964951	15195	15195	115386	130581	4.34125265799282e-07	6.36238493777821	2.06549627887408e-07	26.9708256007916	Historical	0	< 0.25	= 0.00
0.039749	0.039749	NODE_1046_length_38103_cov_17.964951:15195	NODE_1046_length_38103_cov_17.964951	15195	15195	115386	130581	4.34125265799282e-07	6.36238493777821	2.06549627887408e-07	26.9708256007916	Modern	0.039749	< 0.25	< 0.25
0.027217	0.027217	NODE_1053_length_38037_cov_26.320180:33366	NODE_1053_length_38037_cov_26.320180	33366	33398	153848	187214	1.05807715491377e-18	17.9754826624222	2.54722278034796e-19	80.761107108381	Historical	0	< 0.25	= 0.00
0.027217	0.027217	NODE_1053_length_38037_cov_26.320180:33366	NODE_1053_length_38037_cov_26.320180	33366	33398	153848	187214	1.05807715491377e-18	17.9754826624222	2.54722278034796e-19	80.761107108381	Modern	0.027217	< 0.25	< 0.25
0.010008	0.010008	NODE_1053_length_38037_cov_26.320180:33370	NODE_1053_length_38037_cov_26.320180	33370	33398	153848	187218	2.2451380260336e-05	4.64875695439246	1.2302418243318e-05	19.1157695590035	Historical	0	< 0.25	= 0.00
0.010008	0.010008	NODE_1053_length_38037_cov_26.320180:33370	NODE_1053_length_38037_cov_26.320180	33370	33398	153848	187218	2.2451380260336e-05	4.64875695439246	1.2302418243318e-05	19.1157695590035	Modern	0.010008	< 0.25	< 0.25
0.027878	0.027878	NODE_1053_length_38037_cov_26.320180:33374	NODE_1053_length_38037_cov_26.320180	33374	33398	153848	187222	1.77782288624631e-22	21.7501115073463	3.73967492216104e-23	98.2222335747177	Historical	0	< 0.25	= 0.00
0.027878	0.027878	NODE_1053_length_38037_cov_26.320180:33374	NODE_1053_length_38037_cov_26.320180	33374	33398	153848	187222	1.77782288624631e-22	21.7501115073463	3.73967492216104e-23	98.2222335747177	Modern	0.027878	< 0.25	< 0.25
2.4e-05	2.4e-05	NODE_1053_length_38037_cov_26.320180:33375	NODE_1053_length_38037_cov_26.320180	33375	33398	153848	187223	0.999665547910362	0.000145274992107645	0.997143475188696	1.28173349522447e-05	Historical	0	< 0.25	= 0.00
2.4e-05	2.4e-05	NODE_1053_length_38037_cov_26.320180:33375	NODE_1053_length_38037_cov_26.320180	33375	33398	153848	187223	0.999665547910362	0.000145274992107645	0.997143475188696	1.28173349522447e-05	Modern	2.4e-05	< 0.25	< 0.25
0.035905	0.035905	NODE_1053_length_38037_cov_26.320180:33376	NODE_1053_length_38037_cov_26.320180	33376	33398	153848	187224	3.77342937311935e-32	31.4232637742406	5.75152340347252e-33	143.043211691783	Historical	0	< 0.25	= 0.00
0.035905	0.035905	NODE_1053_length_38037_cov_26.320180:33376	NODE_1053_length_38037_cov_26.320180	33376	33398	153848	187224	3.77342937311935e-32	31.4232637742406	5.75152340347252e-33	143.043211691783	Modern	0.035905	< 0.25	< 0.25
0.028329	0.028329	NODE_1053_length_38037_cov_26.320180:33389	NODE_1053_length_38037_cov_26.320180	33389	33398	153848	187237	2.72279342169187e-27	26.5649853073279	4.89999385954995e-28	120.506743295435	Historical	0	< 0.25	= 0.00
0.028329	0.028329	NODE_1053_length_38037_cov_26.320180:33389	NODE_1053_length_38037_cov_26.320180	33389	33398	153848	187237	2.72279342169187e-27	26.5649853073279	4.89999385954995e-28	120.506743295435	Modern	0.028329	< 0.25	< 0.25
0.006635	0.006635	NODE_1053_length_38037_cov_26.320180:33398	NODE_1053_length_38037_cov_26.320180	33398	33398	153848	187246	0.000552258564979731	3.25785753992988	0.000344047121202947	12.8139354035085	Historical	0	< 0.25	= 0.00
0.006635	0.006635	NODE_1053_length_38037_cov_26.320180:33398	NODE_1053_length_38037_cov_26.320180	33398	33398	153848	187246	0.000552258564979731	3.25785753992988	0.000344047121202947	12.8139354035085	Modern	0.006635	< 0.25	< 0.25
0.017243	0.017243	NODE_1065_length_37892_cov_7.894266:72	NODE_1065_length_37892_cov_7.894266	72	72	192310	192382	0.00953989619972327	2.02045635067669	0.00708923910378296	7.25021835902618	Historical	0	< 0.25	= 0.00
0.017243	0.017243	NODE_1065_length_37892_cov_7.894266:72	NODE_1065_length_37892_cov_7.894266	72	72	192310	192382	0.00953989619972327	2.02045635067669	0.00708923910378296	7.25021835902618	Modern	0.017243	< 0.25	< 0.25
0.011255	0.011255	NODE_1075_length_37730_cov_18.365204:5342	NODE_1075_length_37730_cov_18.365204	5342	5433	269234	274576	0.00232757580903992	2.63309616516443	0.00155613805276743	10.0109313892881	Historical	0	< 0.25	= 0.00
0.011255	0.011255	NODE_1075_length_37730_cov_18.365204:5342	NODE_1075_length_37730_cov_18.365204	5342	5433	269234	274576	0.00232757580903992	2.63309616516443	0.00155613805276743	10.0109313892881	Modern	0.011255	< 0.25	< 0.25
0.010574	0.010574	NODE_1075_length_37730_cov_18.365204:5361	NODE_1075_length_37730_cov_18.365204	5361	5433	269234	274595	0.00694568834947794	2.15828470722429	0.00501962852227228	7.87235330829378	Historical	0	< 0.25	= 0.00
0.010574	0.010574	NODE_1075_length_37730_cov_18.365204:5361	NODE_1075_length_37730_cov_18.365204	5361	5433	269234	274595	0.00694568834947794	2.15828470722429	0.00501962852227228	7.87235330829378	Modern	0.010574	< 0.25	< 0.25
0.01422	0.01422	NODE_1075_length_37730_cov_18.365204:5423	NODE_1075_length_37730_cov_18.365204	5423	5433	269234	274657	0.0295171510334001	1.52992556250559	0.0237847128697436	5.11026311366643	Historical	0	< 0.25	= 0.00
0.01422	0.01422	NODE_1075_length_37730_cov_18.365204:5423	NODE_1075_length_37730_cov_18.365204	5423	5433	269234	274657	0.0295171510334001	1.52992556250559	0.0237847128697436	5.11026311366643	Modern	0.01422	< 0.25	< 0.25
0.015435	0.015435	NODE_1075_length_37730_cov_18.365204:5433	NODE_1075_length_37730_cov_18.365204	5433	5433	269234	274667	0.0584527403635155	1.23319512356364	0.0482387762354178	3.90164767269496	Historical	0	< 0.25	= 0.00
0.015435	0.015435	NODE_1075_length_37730_cov_18.365204:5433	NODE_1075_length_37730_cov_18.365204	5433	5433	269234	274667	0.0584527403635155	1.23319512356364	0.0482387762354178	3.90164767269496	Modern	0.015435	< 0.25	< 0.25
0.062636	0.062636	NODE_107_length_73950_cov_8.373874:3387	NODE_107_length_73950_cov_8.373874	3387	3387	230772	234159	1.16409280915886e-07	6.93401239348444	5.27324093037773e-08	29.6136453787317	Historical	0	< 0.25	= 0.00
0.062636	0.062636	NODE_107_length_73950_cov_8.373874:3387	NODE_107_length_73950_cov_8.373874	3387	3387	230772	234159	1.16409280915886e-07	6.93401239348444	5.27324093037773e-08	29.6136453787317	Modern	0.062636	< 0.25	< 0.25
0.083261	0.083261	NODE_1103_length_37419_cov_20.323232:7804	NODE_1103_length_37419_cov_20.323232	7804	7936	307696	315500	7.71875139029898e-22	21.1124529468353	1.66030122497884e-22	95.2709696957384	Historical	0	< 0.25	= 0.00
0.083261	0.083261	NODE_1103_length_37419_cov_20.323232:7804	NODE_1103_length_37419_cov_20.323232	7804	7936	307696	315500	7.71875139029898e-22	21.1124529468353	1.66030122497884e-22	95.2709696957384	Modern	0.083261	< 0.25	< 0.25
0.01245	0.01245	NODE_1103_length_37419_cov_20.323232:7928	NODE_1103_length_37419_cov_20.323232	7928	7936	307696	315624	0.000105194498970597	3.97800697053571	6.13384827805758e-05	16.0608704100078	Historical	0	< 0.25	= 0.00
0.01245	0.01245	NODE_1103_length_37419_cov_20.323232:7928	NODE_1103_length_37419_cov_20.323232	7928	7936	307696	315624	0.000105194498970597	3.97800697053571	6.13384827805758e-05	16.0608704100078	Modern	0.01245	< 0.25	< 0.25
0	0	NODE_1103_length_37419_cov_20.323232:7936	NODE_1103_length_37419_cov_20.323232	7936	7936	307696	315632	0.999165688808028	0.000362487981788934	0.986860126933759	0.000271232346375353	Historical	0	< 0.25	= 0.00
0	0	NODE_1103_length_37419_cov_20.323232:7936	NODE_1103_length_37419_cov_20.323232	7936	7936	307696	315632	0.999165688808028	0.000362487981788934	0.986860126933759	0.000271232346375353	Modern	0	< 0.25	= 0.00
0.024223	0.024223	NODE_1114_length_37276_cov_13.553299:32575	NODE_1114_length_37276_cov_13.553299	32575	32658	346158	378733	3.67148382070441e-08	7.4351583812773	1.58993031551872e-08	31.9401931751225	Historical	0	< 0.25	= 0.00
0.024223	0.024223	NODE_1114_length_37276_cov_13.553299:32575	NODE_1114_length_37276_cov_13.553299	32575	32658	346158	378733	3.67148382070441e-08	7.4351583812773	1.58993031551872e-08	31.9401931751225	Modern	0.024223	< 0.25	< 0.25
0.035768	0.035768	NODE_1114_length_37276_cov_13.553299:32578	NODE_1114_length_37276_cov_13.553299	32578	32658	346158	378736	1.58893026937815e-13	12.7988951615017	4.79847887618474e-14	56.8107019176187	Historical	0	< 0.25	= 0.00
0.035768	0.035768	NODE_1114_length_37276_cov_13.553299:32578	NODE_1114_length_37276_cov_13.553299	32578	32658	346158	378736	1.58893026937815e-13	12.7988951615017	4.79847887618474e-14	56.8107019176187	Modern	0.035768	< 0.25	< 0.25
0.023672	0.023672	NODE_1114_length_37276_cov_13.553299:32591	NODE_1114_length_37276_cov_13.553299	32591	32658	346158	378749	1.99983354266862e-08	7.69900615159053	8.5083136478209e-09	33.1553230204719	Historical	0	< 0.25	= 0.00
0.023672	0.023672	NODE_1114_length_37276_cov_13.553299:32591	NODE_1114_length_37276_cov_13.553299	32591	32658	346158	378749	1.99983354266862e-08	7.69900615159053	8.5083136478209e-09	33.1553230204719	Modern	0.023672	< 0.25	< 0.25
0.011923	0.011923	NODE_1114_length_37276_cov_13.553299:32598	NODE_1114_length_37276_cov_13.553299	32598	32658	346158	378756	0.0010256047635171	2.98901997069929	0.000656464967341432	11.6086298501724	Historical	0	< 0.25	= 0.00
0.011923	0.011923	NODE_1114_length_37276_cov_13.553299:32598	NODE_1114_length_37276_cov_13.553299	32598	32658	346158	378756	0.0010256047635171	2.98901997069929	0.000656464967341432	11.6086298501724	Modern	0.011923	< 0.25	< 0.25
0.113096	0.113096	NODE_1114_length_37276_cov_13.553299:32616	NODE_1114_length_37276_cov_13.553299	32616	32658	346158	378774	2.98009237994035e-48	47.5257702730122	2.99990306052875e-49	217.612791789541	Historical	0	< 0.25	= 0.00
